"Ad_ID","Campaign_Name","Clicks","Impressions","Cost","Leads","Conversions","conversion_rate","Sale_Amount","Ad_Date","Location","Device","Keyword"
"A1215","Data Analytics Course",126.0,4206.0,233.76,29.0,10.0,0.041,1998,"2024-11-06","Hyderabad","tablet","online data analytics"
"A1216","Data Analytics Course",199.0,4745.0,0.0,13.0,9.0,0.0,1800,"2024-11-28","Hyderabad","tablet","analytics for data"
"A1217","Data Analytics Course",92.0,4042.0,200.75,15.0,7.0,0.076,1234,"2024-11-24","Hyderabad","tablet","learn data analytics"
"A1219","Data Analytics Course",92.0,3748.0,208.15,14.0,8.0,0.087,1297,"2024-11-02","Hyderabad","desktop","analytics for data"
"A1220","Data Analytics Course",135.0,3480.0,224.94,11.0,4.0,0.03,1398,"2024-11-23","Hyderabad","tablet","data analytics online"
"A1221","Data Analytics Course",177.0,3007.0,223.22,30.0,8.0,0.045,1766,"2024-11-02","Hyderabad","mobile","data analytics online"
"A1222","Data Analytics Course",117.0,3380.0,186.73,21.0,10.0,0.055,1958,"2024-11-19","Hyderabad","desktop","data analytics training"
"A1223","Data Analytics Course",127.0,4823.0,194.69,11.0,10.0,0.057,1496,"2024-11-15","Hyderabad","desktop","data analytics course"
"A1224","Data Analytics Course",132.0,4490.0,202.45,10.0,7.0,0.053,1441,"2024-11-10","Hyderabad","mobile","data analytics online"
"A1225","Data Analytics Course",102.0,5149.0,229.48,27.0,9.0,0.088,1137,"2024-11-26","Hyderabad","desktop","learn data analytics"
"A1227","Data Analytics Course",163.0,5643.0,217.4,30.0,6.0,0.0,1678,"2024-11-01","Hyderabad","desktop","data analytics online"
"A1230","Data Analytics Course",127.0,3344.0,201.7,10.0,8.0,0.0,1190,"2024-11-11","Hyderabad","desktop","analytics for data"
"A1231","Data Analytics Course",178.0,4441.0,231.97,22.0,4.0,0.022,1886,"2024-11-24","Hyderabad","mobile","analytics for data"
"A1234","Data Analytics Course",95.0,4562.0,187.62,24.0,9.0,0.095,1239,"2024-11-26","Hyderabad","desktop","data analytics training"
"A1235","Data Analytics Course",85.0,5099.0,232.56,28.0,9.0,0.0,1526,"2024-11-02","Hyderabad","mobile","data analytics training"
"A1236","Data Analytics Course",192.0,5852.0,181.05,16.0,8.0,0.042,1600,"2024-11-21","Hyderabad","desktop","analytics for data"
"A1237","Data Analytics Course",80.0,3823.0,181.57,13.0,4.0,0.0,1564,"2024-11-13","Hyderabad","desktop","online data analytics"
"A1238","Data Analytics Course",191.0,4612.0,238.23,20.0,10.0,0.052,1531,"2024-11-01","Hyderabad","mobile","learn data analytics"
"A1239","Data Analytics Course",147.0,5881.0,196.34,23.0,7.0,0.048,1614,"2024-11-18","Hyderabad","desktop","data analytics training"
"A1240","Data Analytics Course",100.0,5204.0,197.53,26.0,4.0,0.04,1675,"2024-11-24","Hyderabad","tablet","data analytics course"
"A1242","Data Analytics Course",123.0,5231.0,202.93,30.0,10.0,0.081,1551,"2024-11-23","Hyderabad","desktop","online data analytics"
"A1243","Data Analytics Course",165.0,5980.0,248.41,17.0,3.0,0.018,1803,"2024-11-06","Hyderabad","tablet","online data analytics"
"A1244","Data Analytics Course",167.0,3202.0,214.87,26.0,6.0,0.036,1571,"2024-11-12","Hyderabad","desktop","data analytics online"
"A1245","Data Analytics Course",111.0,5847.0,196.71,21.0,9.0,0.081,1445,"2024-11-30","Hyderabad","mobile","online data analytics"
"A1246","Data Analytics Course",94.0,4359.0,0.0,28.0,5.0,0.045,1920,"2024-11-07","Hyderabad","tablet","learn data analytics"
"A1247","Data Analytics Course",179.0,3185.0,236.74,29.0,5.0,0.0,1156,"2024-11-11","Hyderabad","desktop","data analytics course"
"A1248","Data Analytics Course",166.0,5592.0,183.03,22.0,4.0,0.024,1636,"2024-11-22","Hyderabad","tablet","online data analytics"
"A1249","Data Analytics Course",90.0,5062.0,191.4,23.0,6.0,0.0,1775,"2024-11-19","Hyderabad","tablet","data analytics course"
"A1250","Data Analytics Course",106.0,5830.0,241.9,29.0,10.0,0.035,1897,"2024-11-02","Hyderabad","desktop","data analytics training"
"A1252","Data Analytics Course",158.0,4780.0,247.2,23.0,9.0,0.0,1005,"2024-11-24","Hyderabad","desktop","learn data analytics"
"A1253","Data Analytics Course",187.0,3800.0,241.0,16.0,8.0,0.043,1842,"2024-11-09","Hyderabad","mobile","analytics for data"
"A1254","Data Analytics Course",95.0,4096.0,242.69,26.0,9.0,0.095,1550,"2024-11-22","Hyderabad","tablet","online data analytics"
"A1255","Data Analytics Course",118.0,3562.0,231.5,12.0,3.0,0.025,1856,"2024-11-19","Hyderabad","desktop","data analytics course"
"A1256","Data Analytics Course",166.0,3910.0,191.32,27.0,7.0,0.042,0,"2024-11-15","Hyderabad","mobile","analytics for data"
"A1257","Data Analytics Course",146.0,5411.0,201.76,28.0,7.0,0.048,1393,"2024-11-14","Hyderabad","desktop","data analytics online"
"A1258","Data Analytics Course",101.0,4026.0,219.68,22.0,9.0,0.089,1149,"2024-11-15","Hyderabad","desktop","analytics for data"
"A1259","Data Analytics Course",185.0,3716.0,218.23,27.0,7.0,0.056,1015,"2024-11-03","Hyderabad","desktop","online data analytics"
"A1260","Data Analytics Course",147.0,5162.0,186.79,30.0,7.0,0.048,1733,"2024-11-25","Hyderabad","desktop","analytics for data"
"A1261","Data Analytics Course",188.0,3859.0,211.83,30.0,9.0,0.048,1719,"2024-11-28","Hyderabad","mobile","online data analytics"
"A1262","Data Analytics Course",122.0,3350.0,225.89,28.0,3.0,0.0,1509,"2024-11-24","Hyderabad","desktop","data analytics online"
"A1263","Data Analytics Course",143.0,5340.0,0.0,20.0,9.0,0.063,1223,"2024-11-05","Hyderabad","tablet","online data analytics"
"A1264","Data Analytics Course",170.0,3124.0,234.92,17.0,3.0,0.018,1232,"2024-11-11","Hyderabad","desktop","data analytics training"
"A1265","Data Analytics Course",114.0,5017.0,242.62,11.0,6.0,0.053,1303,"2024-11-17","Hyderabad","mobile","data analytics online"
"A1266","Data Analytics Course",186.0,3424.0,201.81,27.0,3.0,0.016,1337,"2024-11-26","Hyderabad","desktop","data analytics training"
"A1267","Data Analytics Course",120.0,4060.0,210.95,24.0,9.0,0.075,1376,"2024-11-05","Hyderabad","tablet","data analytics online"
"A1268","Data Analytics Course",130.0,5688.0,212.05,21.0,5.0,0.038,1454,"2024-11-17","Hyderabad","desktop","learn data analytics"
"A1269","Data Analytics Course",178.0,5029.0,189.79,25.0,8.0,0.045,1510,"2024-11-09","Hyderabad","desktop","data analytics training"
"A1270","Data Analytics Course",196.0,5476.0,204.63,19.0,4.0,0.02,1288,"2024-11-26","Hyderabad","desktop","data analytics training"
"A1271","Data Analytics Course",110.0,5000.0,197.89,18.0,3.0,0.027,1110,"2024-11-12","Hyderabad","desktop","online data analytics"
"A1272","Data Analytics Course",95.0,4141.0,207.14,22.0,3.0,0.054,1929,"2024-11-11","Hyderabad","tablet","learn data analytics"
"A1273","Data Analytics Course",183.0,4791.0,232.97,27.0,5.0,0.0,1476,"2024-11-21","Hyderabad","desktop","data analytics online"
"A1274","Data Analytics Course",100.0,4168.0,193.6,30.0,3.0,0.03,1692,"2024-11-25","Hyderabad","desktop","online data analytics"
"A1275","Data Analytics Course",187.0,3741.0,226.11,27.0,10.0,0.053,1342,"2024-11-14","Hyderabad","tablet","learn data analytics"
"A1276","Data Analytics Course",90.0,3577.0,233.54,24.0,5.0,0.052,1175,"2024-11-14","Hyderabad","tablet","analytics for data"
"A1277","Data Analytics Course",148.0,4469.0,209.76,25.0,8.0,0.054,0,"2024-11-25","Hyderabad","tablet","data analytics course"
"A1278","Data Analytics Course",129.0,3611.0,227.82,11.0,7.0,0.054,1250,"2024-11-22","Hyderabad","tablet","data analytics training"
"A1279","Data Analytics Course",120.0,3947.0,193.49,15.0,6.0,0.05,1305,"2024-11-12","Hyderabad","mobile","data analytics training"
"A1280","Data Analytics Course",82.0,4239.0,191.75,23.0,8.0,0.0,1062,"2024-11-22","Hyderabad","mobile","learn data analytics"
"A1281","Data Analytics Course",145.0,5973.0,242.16,12.0,7.0,0.048,1508,"2024-11-14","Hyderabad","tablet","online data analytics"
"A1282","Data Analytics Course",190.0,4525.0,188.85,10.0,5.0,0.026,1875,"2024-11-01","Hyderabad","tablet","data analytics training"
"A1283","Data Analytics Course",137.0,4395.0,241.58,24.0,4.0,0.043,1512,"2024-11-06","Hyderabad","desktop","online data analytics"
"A1284","Data Analytics Course",157.0,3047.0,222.66,19.0,3.0,0.019,1964,"2024-11-01","Hyderabad","mobile","data analytics online"
"A1285","Data Analytics Course",105.0,5348.0,226.1,27.0,5.0,0.048,1003,"2024-11-12","Hyderabad","tablet","learn data analytics"
"A1286","Data Analytics Course",149.0,3101.0,231.44,15.0,9.0,0.06,1126,"2024-11-06","Hyderabad","tablet","data analytics training"
"A1287","Data Analytics Course",159.0,3693.0,187.09,24.0,6.0,0.038,1256,"2024-11-24","Hyderabad","desktop","learn data analytics"
"A1288","Data Analytics Course",150.0,5590.0,0.0,20.0,8.0,0.0,1286,"2024-11-02","Hyderabad","mobile","data analytics course"
"A1290","Data Analytics Course",98.0,4653.0,205.84,29.0,5.0,0.051,1866,"2024-11-02","Hyderabad","mobile","data analytics online"
"A1291","Data Analytics Course",86.0,3513.0,211.16,22.0,7.0,0.0,1917,"2024-11-10","Hyderabad","desktop","data analytics course"
"A1292","Data Analytics Course",128.0,5772.0,235.54,20.0,10.0,0.078,1215,"2024-11-04","Hyderabad","desktop","data analytics training"
"A1293","Data Analytics Course",105.0,5840.0,236.56,22.0,8.0,0.047,1811,"2024-11-24","Hyderabad","tablet","data analytics course"
"A1295","Data Analytics Course",89.0,5158.0,211.76,20.0,5.0,0.056,1119,"2024-11-21","Hyderabad","desktop","online data analytics"
"A1296","Data Analytics Course",119.0,3489.0,194.36,14.0,3.0,0.055,1633,"2024-11-10","Hyderabad","mobile","data analytics course"
"A1297","Data Analytics Course",173.0,3977.0,229.82,30.0,5.0,0.037,1584,"2024-11-22","Hyderabad","desktop","learn data analytics"
"A1299","Data Analytics Course",112.0,5194.0,245.97,10.0,5.0,0.045,1016,"2024-11-21","Hyderabad","tablet","data analytics training"
"A1300","Data Analytics Course",134.0,3007.0,217.53,10.0,5.0,0.037,1371,"2024-11-30","Hyderabad","mobile","data analytics training"
"A1301","Data Analytics Course",113.0,5721.0,216.7,11.0,6.0,0.053,1743,"2024-11-17","Hyderabad","desktop","data analytics training"
"A1302","Data Analytics Course",157.0,3546.0,189.11,16.0,5.0,0.032,1333,"2024-11-28","Hyderabad","mobile","data analytics online"
"A1303","Data Analytics Course",105.0,3670.0,245.85,24.0,9.0,0.0,1653,"2024-11-24","Hyderabad","tablet","data analytics course"
"A1306","Data Analytics Course",136.0,5782.0,189.65,23.0,6.0,0.044,1951,"2024-11-11","Hyderabad","tablet","data analytics training"
"A1307","Data Analytics Course",192.0,4339.0,245.57,24.0,8.0,0.047,1284,"2024-11-18","Hyderabad","mobile","learn data analytics"
"A1308","Data Analytics Course",147.0,5870.0,0.0,14.0,8.0,0.054,1748,"2024-11-02","Hyderabad","mobile","data analytics training"
"A1309","Data Analytics Course",164.0,5662.0,186.41,11.0,9.0,0.055,1020,"2024-11-17","Hyderabad","tablet","data analytics course"
"A1310","Data Analytics Course",192.0,5130.0,184.63,19.0,4.0,0.0,1087,"2024-11-07","Hyderabad","desktop","data analytics course"
"A1311","Data Analytics Course",139.0,4608.0,224.99,12.0,8.0,0.0,1095,"2024-11-12","Hyderabad","desktop","data analytics training"
"A1312","Data Analytics Course",199.0,5290.0,218.55,20.0,7.0,0.035,1234,"2024-11-30","Hyderabad","tablet","learn data analytics"
"A1313","Data Analytics Course",82.0,4961.0,220.29,27.0,7.0,0.059,1149,"2024-11-02","Hyderabad","tablet","data analytics course"
"A1314","Data Analytics Course",175.0,4347.0,242.06,17.0,3.0,0.017,1617,"2024-11-22","Hyderabad","desktop","data analytics training"
"A1315","Data Analytics Course",181.0,5664.0,204.74,22.0,5.0,0.028,1719,"2024-11-22","Hyderabad","desktop","data analytics course"
"A1316","Data Analytics Course",146.0,3757.0,192.59,25.0,9.0,0.0,1169,"2024-11-09","Hyderabad","desktop","online data analytics"
"A1317","Data Analytics Course",192.0,4225.0,242.0,24.0,6.0,0.031,1032,"2024-11-01","Hyderabad","mobile","data analytics online"
"A1318","Data Analytics Course",149.0,3410.0,181.12,20.0,4.0,0.033,1806,"2024-11-17","Hyderabad","desktop","learn data analytics"
"A1319","Data Analytics Course",93.0,3934.0,226.84,20.0,6.0,0.065,1964,"2024-11-18","Hyderabad","mobile","data analytics online"
"A1320","Data Analytics Course",182.0,3384.0,187.67,18.0,8.0,0.044,1769,"2024-11-01","Hyderabad","desktop","analytics for data"
"A1321","Data Analytics Course",99.0,3842.0,246.3,23.0,8.0,0.081,1452,"2024-11-10","Hyderabad","tablet","online data analytics"
"A1322","Data Analytics Course",188.0,4022.0,238.61,20.0,8.0,0.043,0,"2024-11-06","Hyderabad","mobile","data analytics online"
"A1323","Data Analytics Course",193.0,5786.0,201.51,16.0,10.0,0.052,1617,"2024-11-05","Hyderabad","tablet","data analytics training"
"A1324","Data Analytics Course",107.0,4423.0,239.47,25.0,9.0,0.084,1370,"2024-11-23","Hyderabad","desktop","analytics for data"
"A1325","Data Analytics Course",131.0,4228.0,230.18,16.0,9.0,0.069,1393,"2024-11-07","Hyderabad","desktop","data analytics training"
"A1326","Data Analytics Course",139.0,5120.0,199.3,24.0,5.0,0.036,1835,"2024-11-23","Hyderabad","mobile","data analytics course"
"A1327","Data Analytics Course",141.0,3600.0,227.54,20.0,6.0,0.043,1367,"2024-11-07","Hyderabad","desktop","learn data analytics"
"A1328","Data Analytics Course",175.0,5016.0,0.0,16.0,3.0,0.017,1836,"2024-11-07","Hyderabad","tablet","learn data analytics"
"A1329","Data Analytics Course",96.0,5771.0,213.98,30.0,3.0,0.031,1130,"2024-11-30","Hyderabad","mobile","analytics for data"
"A1331","Data Analytics Course",187.0,3115.0,184.61,12.0,3.0,0.016,1324,"2024-11-30","Hyderabad","mobile","learn data analytics"
"A1332","Data Analytics Course",153.0,5886.0,218.33,29.0,3.0,0.02,1424,"2024-11-20","Hyderabad","mobile","analytics for data"
"A1333","Data Analytics Course",122.0,4929.0,192.72,10.0,10.0,0.082,0,"2024-11-12","Hyderabad","desktop","data analytics training"
"A1334","Data Analytics Course",151.0,4357.0,238.69,28.0,9.0,0.06,1447,"2024-11-13","Hyderabad","tablet","analytics for data"
"A1335","Data Analytics Course",116.0,4519.0,184.29,23.0,7.0,0.0,1070,"2024-11-12","Hyderabad","desktop","data analytics training"
"A1336","Data Analytics Course",145.0,5612.0,207.34,22.0,4.0,0.028,1689,"2024-11-12","Hyderabad","desktop","learn data analytics"
"A1337","Data Analytics Course",90.0,3251.0,198.69,12.0,7.0,0.078,1044,"2024-11-30","Hyderabad","mobile","learn data analytics"
"A1338","Data Analytics Course",133.0,3360.0,203.78,13.0,9.0,0.068,1654,"2024-11-14","Hyderabad","mobile","online data analytics"
"A1339","Data Analytics Course",135.0,5891.0,245.69,21.0,6.0,0.044,1947,"2024-11-05","Hyderabad","mobile","learn data analytics"
"A1340","Data Analytics Course",155.0,5835.0,239.52,10.0,4.0,0.041,0,"2024-11-13","Hyderabad","mobile","analytics for data"
"A1341","Data Analytics Course",100.0,4928.0,186.68,22.0,10.0,0.1,1071,"2024-11-23","Hyderabad","mobile","analytics for data"
"A1342","Data Analytics Course",138.0,4049.0,182.66,20.0,7.0,0.051,1292,"2024-11-20","Hyderabad","mobile","online data analytics"
"A1343","Data Analytics Course",109.0,4114.0,243.33,18.0,6.0,0.044,1456,"2024-11-25","Hyderabad","tablet","learn data analytics"
"A1344","Data Analytics Course",124.0,3947.0,198.11,11.0,4.0,0.032,1308,"2024-11-26","Hyderabad","mobile","data analytics course"
"A1346","Data Analytics Course",197.0,5365.0,208.86,14.0,4.0,0.031,1106,"2024-11-01","Hyderabad","tablet","data analytics training"
"A1347","Data Analytics Course",114.0,5213.0,224.65,26.0,4.0,0.035,1218,"2024-11-29","Hyderabad","tablet","online data analytics"
"A1348","Data Analytics Course",117.0,3951.0,212.02,16.0,5.0,0.052,1949,"2024-11-10","Hyderabad","desktop","data analytics training"
"A1349","Data Analytics Course",198.0,3405.0,224.9,13.0,10.0,0.051,1631,"2024-11-14","Hyderabad","tablet","online data analytics"
"A1350","Data Analytics Course",160.0,5367.0,208.47,20.0,8.0,0.0,1853,"2024-11-15","Hyderabad","tablet","data analytics course"
"A1351","Data Analytics Course",137.0,3602.0,194.55,23.0,5.0,0.036,1580,"2024-11-02","Hyderabad","tablet","data analytics course"
"A1352","Data Analytics Course",163.0,3917.0,209.01,10.0,3.0,0.0,1823,"2024-11-17","Hyderabad","tablet","data analytics training"
"A1353","Data Analytics Course",138.0,5671.0,244.12,26.0,3.0,0.0,0,"2024-11-13","Hyderabad","tablet","analytics for data"
"A1354","Data Analytics Course",194.0,5019.0,227.67,28.0,7.0,0.036,1019,"2024-11-22","Hyderabad","mobile","learn data analytics"
"A1355","Data Analytics Course",177.0,3569.0,190.31,13.0,8.0,0.035,1403,"2024-11-25","Hyderabad","mobile","online data analytics"
"A1356","Data Analytics Course",113.0,3420.0,223.48,22.0,10.0,0.058,1138,"2024-11-23","Hyderabad","mobile","online data analytics"
"A1357","Data Analytics Course",133.0,3064.0,221.8,22.0,5.0,0.038,1538,"2024-11-11","Hyderabad","mobile","learn data analytics"
"A1358","Data Analytics Course",118.0,3730.0,207.5,25.0,8.0,0.039,1011,"2024-11-12","Hyderabad","mobile","data analytics training"
"A1359","Data Analytics Course",109.0,5852.0,235.44,20.0,5.0,0.046,1946,"2024-11-14","Hyderabad","desktop","analytics for data"
"A1360","Data Analytics Course",109.0,4011.0,184.51,13.0,6.0,0.053,1375,"2024-11-23","Hyderabad","desktop","data analytics online"
"A1361","Data Analytics Course",128.0,4636.0,243.83,20.0,10.0,0.059,1941,"2024-11-02","Hyderabad","mobile","data analytics training"
"A1362","Data Analytics Course",181.0,3087.0,201.29,19.0,10.0,0.0,0,"2024-11-20","Hyderabad","mobile","data analytics online"
"A1363","Data Analytics Course",89.0,5872.0,198.32,14.0,6.0,0.067,1553,"2024-11-20","Hyderabad","mobile","online data analytics"
"A1364","Data Analytics Course",157.0,5762.0,248.1,26.0,4.0,0.025,1999,"2024-11-05","Hyderabad","tablet","data analytics online"
"A1365","Data Analytics Course",88.0,3396.0,193.79,19.0,5.0,0.057,1860,"2024-11-18","Hyderabad","mobile","online data analytics"
"A1366","Data Analytics Course",130.0,3092.0,211.39,28.0,7.0,0.054,1031,"2024-11-24","Hyderabad","tablet","data analytics course"
"A1367","Data Analytics Course",194.0,4240.0,213.45,18.0,4.0,0.0,1890,"2024-11-23","Hyderabad","tablet","data analytics online"
"A1368","Data Analytics Course",180.0,4297.0,200.04,24.0,5.0,0.0,1050,"2024-11-18","Hyderabad","mobile","data analytics course"
"A1372","Data Analytics Course",118.0,4845.0,190.25,11.0,3.0,0.046,1446,"2024-11-18","Hyderabad","desktop","analytics for data"
"A1373","Data Analytics Course",101.0,4883.0,237.89,11.0,6.0,0.0,1368,"2024-11-14","Hyderabad","desktop","analytics for data"
"A1374","Data Analytics Course",120.0,4618.0,200.91,18.0,7.0,0.058,1775,"2024-11-02","Hyderabad","tablet","data analytics online"
"A1375","Data Analytics Course",194.0,3941.0,240.35,27.0,10.0,0.052,1373,"2024-11-11","Hyderabad","desktop","data analytics course"
"A1376","Data Analytics Course",135.0,5096.0,230.32,14.0,4.0,0.03,1478,"2024-11-18","Hyderabad","mobile","data analytics training"
"A1377","Data Analytics Course",190.0,5537.0,188.98,20.0,4.0,0.021,1989,"2024-11-04","Hyderabad","tablet","learn data analytics"
